Archetype,House number,WFH Type,Operation,Solar,Grid Import,Total Cost
Semi_Detached,54,T1,safe_unidirectional,best,4131.94,704.331
Semi_Detached,54,T1,hybrid_bidirectional,worst,3353.24,227.253
Semi_Detached,54,T1,hybrid_bidirectional,best,3106.59,108.595
Semi_Detached,54,T2,safe_unidirectional,worst,3920.13,776.515
Semi_Detached,54,T2,safe_unidirectional,best,3665.28,668.917
Semi_Detached,54,T2,hybrid_bidirectional,worst,2834.07,192.069
Semi_Detached,54,T2,hybrid_bidirectional,best,2412.64,57.6017
Semi_Detached,54,T3,safe_unidirectional,worst,3615.86,752.895
Semi_Detached,54,T3,safe_unidirectional,best,3365.91,644.813
Semi_Detached,54,T3,hybrid_bidirectional,worst,2486.01,238.32
Semi_Detached,54,T3,hybrid_bidirectional,best,1963.94,67.6873
Semi_Detached,55,T1,safe_unidirectional,worst,4248.17,825.718
Semi_Detached,55,T1,safe_unidirectional,best,3980.02,717.815
Semi_Detached,55,T1,hybrid_bidirectional,worst,3382.95,235.619
Semi_Detached,55,T1,hybrid_bidirectional,best,3073.99,112.937
Semi_Detached,55,T2,safe_unidirectional,worst,3772.37,791.254
Semi_Detached,55,T2,safe_unidirectional,best,3506.02,683.126
Semi_Detached,55,T2,hybrid_bidirectional,worst,2695.48,169.59
Semi_Detached,55,T2,hybrid_bidirectional,best,2198.53,22.6344
Semi_Detached,55,T3,safe_unidirectional,worst,3451.59,768.428
Semi_Detached,55,T3,safe_unidirectional,best,3189.51,660.3
Semi_Detached,55,T3,hybrid_bidirectional,worst,2401.8,233.993
Semi_Detached,55,T3,hybrid_bidirectional,best,1881.0,56.5842
Semi_Detached,56,T1,safe_unidirectional,worst,3737.97,618.871
Semi_Detached,56,T1,safe_unidirectional,best,3537.59,525.739
Semi_Detached,56,T1,hybrid_bidirectional,worst,2979.18,131.4
Semi_Detached,56,T1,hybrid_bidirectional,best,2762.79,24.5155
Semi_Detached,56,T2,safe_unidirectional,worst,3264.01,584.511
Semi_Detached,56,T2,safe_unidirectional,best,3085.06,491.378
Semi_Detached,56,T2,hybrid_bidirectional,worst,2331.09,76.7637
Semi_Detached,56,T2,hybrid_bidirectional,best,1981.29,
Semi_Detached,56,T3,safe_unidirectional,worst,2959.84,559.664
Semi_Detached,56,T3,safe_unidirectional,best,2788.88,466.532
Semi_Detached,56,T3,hybrid_bidirectional,worst,1932.08,93.8301
Semi_Detached,56,T3,hybrid_bidirectional,best,1454.96,
Semi_Detached,57,T1,safe_unidirectional,worst,3411.98,609.008
Semi_Detached,57,T1,safe_unidirectional,best,3216.48,509.048
Semi_Detached,57,T1,hybrid_bidirectional,worst,2759.24,137.772
Semi_Detached,57,T1,hybrid_bidirectional,best,2595.51,29.333
Semi_Detached,57,T2,safe_unidirectional,worst,2956.27,573.87
Semi_Detached,57,T2,safe_unidirectional,best,2774.3,473.91
Semi_Detached,57,T2,hybrid_bidirectional,worst,2078.57,50.8225
Semi_Detached,57,T2,hybrid_bidirectional,best,1808.98,
Semi_Detached,57,T3,safe_unidirectional,worst,2656.34,550.232
Semi_Detached,57,T3,safe_unidirectional,best,2480.38,450.272
Semi_Detached,57,T3,hybrid_bidirectional,worst,1838.23,75.7886
Semi_Detached,57,T3,hybrid_bidirectional,best,1508.44,
Semi_Detached,58,T1,safe_unidirectional,worst,4288.2,860.84
Semi_Detached,58,T1,safe_unidirectional,best,4075.29,761.194
Semi_Detached,58,T1,hybrid_bidirectional,worst,3368.17,231.082
Semi_Detached,58,T1,hybrid_bidirectional,best,3141.83,123.693
Semi_Detached,58,T2,safe_unidirectional,worst,3798.08,824.148
Semi_Detached,58,T2,safe_unidirectional,best,3589.77,724.761
Semi_Detached,58,T2,hybrid_bidirectional,worst,2683.45,144.427
Semi_Detached,58,T2,hybrid_bidirectional,best,2283.86,16.3811
Semi_Detached,58,T3,safe_unidirectional,worst,3478.95,800.165
Semi_Detached,58,T3,safe_unidirectional,best,3278.17,700.295
Semi_Detached,58,T3,hybrid_bidirectional,worst,2424.58,210.906
Semi_Detached,58,T3,hybrid_bidirectional,best,1896.56,36.25
Semi_Detached,59,T1,safe_unidirectional,worst,3223.48,569.442
Semi_Detached,59,T1,safe_unidirectional,best,3036.23,473.629
Semi_Detached,59,T1,hybrid_bidirectional,worst,2673.32,117.991
Semi_Detached,59,T1,hybrid_bidirectional,best,2407.16,12.213
Semi_Detached,59,T2,safe_unidirectional,worst,2774.81,534.978
Semi_Detached,59,T2,safe_unidirectional,best,2596.26,439.165
Semi_Detached,59,T2,hybrid_bidirectional,worst,1806.14,11.5782
Semi_Detached,59,T2,hybrid_bidirectional,best,1608.98,
Semi_Detached,59,T3,safe_unidirectional,worst,2464.58,509.63
Semi_Detached,59,T3,safe_unidirectional,best,2294.65,413.817
Semi_Detached,59,T3,hybrid_bidirectional,worst,1552.95,47.0661
Semi_Detached,59,T3,hybrid_bidirectional,best,1120.66,
Semi_Detached,1,T1,safe_unidirectional,worst,3684.01,625.78
Semi_Detached,1,T1,safe_unidirectional,best,3485.25,525.372
Semi_Detached,1,T1,hybrid_bidirectional,worst,3046.01,179.337
Semi_Detached,1,T1,hybrid_bidirectional,best,2897.72,72.4939
Semi_Detached,1,T2,safe_unidirectional,worst,3228.81,589.52
Semi_Detached,1,T2,safe_unidirectional,best,3037.8,489.112
Semi_Detached,1,T2,hybrid_bidirectional,worst,2182.31,74.0373
Semi_Detached,1,T2,hybrid_bidirectional,best,1986.88,
Semi_Detached,1,T3,safe_unidirectional,worst,2912.5,564.915
Semi_Detached,1,T3,safe_unidirectional,best,2722.33,464.507
Semi_Detached,1,T3,hybrid_bidirectional,worst,2014.21,113.908
Semi_Detached,1,T3,hybrid_bidirectional,best,1600.44,
Semi_Detached,2,T1,safe_unidirectional,worst,4554.08,893.881
Semi_Detached,2,T1,safe_unidirectional,best,4336.8,793.555
Semi_Detached,2,T1,hybrid_bidirectional,worst,3584.51,240.292
Semi_Detached,2,T1,hybrid_bidirectional,best,3240.15,121.011
Semi_Detached,2,T2,safe_unidirectional,worst,4063.92,859.849
Semi_Detached,2,T2,safe_unidirectional,best,3853.91,759.315
Semi_Detached,2,T2,hybrid_bidirectional,worst,2923.55,147.992
Semi_Detached,2,T2,hybrid_bidirectional,best,2571.85,11.8186
Semi_Detached,2,T3,safe_unidirectional,worst,3745.83,834.691
Semi_Detached,2,T3,safe_unidirectional,best,3534.53,734.157
Semi_Detached,2,T3,hybrid_bidirectional,worst,2655.58,246.293
Semi_Detached,2,T3,hybrid_bidirectional,best,1999.68,47.8259
Semi_Detached,3,T1,safe_unidirectional,worst,3333.37,495.089
Semi_Detached,3,T1,safe_unidirectional,best,3151.49,400.157
Semi_Detached,3,T1,hybrid_bidirectional,worst,2600.66,86.8753
Semi_Detached,3,T1,hybrid_bidirectional,best,2363.99,
Semi_Detached,3,T2,safe_unidirectional,worst,2875.82,462.714
Semi_Detached,3,T2,safe_unidirectional,best,2704.85,367.505
Semi_Detached,3,T2,hybrid_bidirectional,worst,1937.45,2.70075
Semi_Detached,3,T2,hybrid_bidirectional,best,1725.0,
Semi_Detached,3,T3,safe_unidirectional,worst,2587.32,437.332
Semi_Detached,3,T3,safe_unidirectional,best,2417.3,342.4
Semi_Detached,3,T3,hybrid_bidirectional,worst,1745.68,32.1952
Semi_Detached,3,T3,hybrid_bidirectional,best,1262.54,
Semi_Detached,4,T1,safe_unidirectional,worst,3891.74,777.872
Semi_Detached,4,T1,safe_unidirectional,best,3674.14,672.973
Semi_Detached,4,T1,hybrid_bidirectional,worst,3274.07,222.2
Semi_Detached,4,T1,hybrid_bidirectional,best,2974.3,108.721
Semi_Detached,4,T2,safe_unidirectional,worst,3426.2,742.458
Semi_Detached,4,T2,safe_unidirectional,best,3222.56,637.559
Semi_Detached,4,T2,hybrid_bidirectional,worst,2552.41,128.787
Semi_Detached,4,T2,hybrid_bidirectional,best,2066.58,
Semi_Detached,4,T3,safe_unidirectional,worst,3156.52,717.836
Semi_Detached,4,T3,safe_unidirectional,best,2954.03,612.937
Semi_Detached,4,T3,hybrid_bidirectional,worst,2167.52,217.013
Semi_Detached,4,T3,hybrid_bidirectional,best,1804.76,61.5371
Semi_Detached,5,T1,safe_unidirectional,worst,3894.38,656.153
Semi_Detached,5,T1,safe_unidirectional,best,3667.47,551.913
Semi_Detached,5,T1,hybrid_bidirectional,worst,3211.75,176.116
Semi_Detached,5,T1,hybrid_bidirectional,best,3001.29,68.1395
Semi_Detached,5,T2,safe_unidirectional,worst,3443.95,620.376
Semi_Detached,5,T2,safe_unidirectional,best,3221.34,516.136
Semi_Detached,5,T2,hybrid_bidirectional,worst,2466.65,57.359
Semi_Detached,5,T2,hybrid_bidirectional,best,2000.37,
Semi_Detached,5,T3,safe_unidirectional,worst,3136.75,596.324
Semi_Detached,5,T3,safe_unidirectional,best,2921.73,492.084
Semi_Detached,5,T3,hybrid_bidirectional,worst,2042.26,102.2
Semi_Detached,5,T3,hybrid_bidirectional,best,1597.6,
Semi_Detached,6,T1,safe_unidirectional,worst,3857.15,740.819
Semi_Detached,6,T1,safe_unidirectional,best,3660.02,643.302
Semi_Detached,6,T1,hybrid_bidirectional,worst,3162.26,212.902
Semi_Detached,6,T1,hybrid_bidirectional,best,3105.17,117.465
Semi_Detached,6,T2,safe_unidirectional,worst,3392.63,703.609
Semi_Detached,6,T2,safe_unidirectional,best,3199.13,606.351
Semi_Detached,6,T2,hybrid_bidirectional,worst,2328.05,117.941
Semi_Detached,6,T2,hybrid_bidirectional,best,2140.3,8.4896
Semi_Detached,6,T3,safe_unidirectional,worst,3066.14,679.591
Semi_Detached,6,T3,safe_unidirectional,best,2888.77,581.85
Semi_Detached,6,T3,hybrid_bidirectional,worst,2070.77,154.589
Semi_Detached,6,T3,hybrid_bidirectional,best,1575.31,
Semi_Detached,7,T1,safe_unidirectional,worst,4451.97,755.649
Semi_Detached,7,T1,safe_unidirectional,best,4246.23,657.443
Semi_Detached,7,T1,hybrid_bidirectional,worst,3538.65,199.346
Semi_Detached,7,T1,hybrid_bidirectional,best,3266.43,92.2757
Semi_Detached,7,T2,safe_unidirectional,worst,3988.05,720.01
Semi_Detached,7,T2,safe_unidirectional,best,3797.31,622.064
Semi_Detached,7,T2,hybrid_bidirectional,worst,2882.27,124.944
Semi_Detached,7,T2,hybrid_bidirectional,best,2294.32,
Semi_Detached,7,T3,safe_unidirectional,worst,3674.46,695.354
Semi_Detached,7,T3,safe_unidirectional,best,3481.56,596.924
Semi_Detached,7,T3,hybrid_bidirectional,worst,2405.58,170.212
Semi_Detached,7,T3,hybrid_bidirectional,best,1948.79,
Semi_Detached,8,T1,safe_unidirectional,worst,3497.44,557.428
Semi_Detached,8,T1,safe_unidirectional,best,3306.63,460.564
Semi_Detached,8,T1,hybrid_bidirectional,worst,2907.31,98.4836
Semi_Detached,8,T1,hybrid_bidirectional,best,2764.44,0.0868098
Semi_Detached,8,T2,safe_unidirectional,worst,3045.04,523.189
Semi_Detached,8,T2,safe_unidirectional,best,2871.32,426.082
Semi_Detached,8,T2,hybrid_bidirectional,worst,2005.08,0.628964
Semi_Detached,8,T2,hybrid_bidirectional,best,1783.9,
Semi_Detached,8,T3,safe_unidirectional,worst,2740.26,498.066
Semi_Detached,8,T3,safe_unidirectional,best,2564.32,400.959
Semi_Detached,8,T3,hybrid_bidirectional,worst,1917.29,63.4169
Semi_Detached,8,T3,hybrid_bidirectional,best,1313.45,
Semi_Detached,9,T1,safe_unidirectional,worst,4228.67,699.968
Semi_Detached,9,T1,safe_unidirectional,best,4010.92,595.073
Semi_Detached,9,T1,hybrid_bidirectional,worst,3376.41,282.61
Semi_Detached,9,T1,hybrid_bidirectional,best,3163.25,166.633
Semi_Detached,9,T2,safe_unidirectional,worst,3767.33,664.088
Semi_Detached,9,T2,safe_unidirectional,best,3554.76,558.951
Semi_Detached,9,T2,hybrid_bidirectional,worst,2622.59,177.207
Semi_Detached,9,T2,hybrid_bidirectional,best,2443.99,66.041
Semi_Detached,9,T3,safe_unidirectional,worst,3446.4,639.742
Semi_Detached,9,T3,safe_unidirectional,best,3237.1,534.605
Semi_Detached,9,T3,hybrid_bidirectional,worst,2411.42,199.487
Semi_Detached,9,T3,hybrid_bidirectional,best,1957.01,38.0616
Semi_Detached,10,T1,safe_unidirectional,worst,3820.63,671.549
Semi_Detached,10,T1,safe_unidirectional,best,3611.37,574.609
Semi_Detached,10,T1,hybrid_bidirectional,worst,2990.27,176.571
Semi_Detached,10,T1,hybrid_bidirectional,best,2835.62,66.2763
Semi_Detached,10,T2,safe_unidirectional,worst,3340.78,635.323
Semi_Detached,10,T2,safe_unidirectional,best,3138.83,538.384
Semi_Detached,10,T2,hybrid_bidirectional,worst,2362.72,91.2128
Semi_Detached,10,T2,hybrid_bidirectional,best,2029.41,
Semi_Detached,10,T3,safe_unidirectional,worst,3048.01,611.288
Semi_Detached,10,T3,safe_unidirectional,best,2859.01,514.348
Semi_Detached,10,T3,hybrid_bidirectional,worst,2053.36,136.778
Semi_Detached,10,T3,hybrid_bidirectional,best,1587.14,
Semi_Detached,11,T1,safe_unidirectional,worst,4304.55,767.336
Semi_Detached,11,T1,safe_unidirectional,best,4080.02,665.72
Semi_Detached,11,T1,hybrid_bidirectional,worst,3583.07,277.466
Semi_Detached,11,T1,hybrid_bidirectional,best,3307.23,155.139
Semi_Detached,11,T2,safe_unidirectional,worst,3832.33,734.098
Semi_Detached,11,T2,safe_unidirectional,best,3625.69,632.205
Semi_Detached,11,T2,hybrid_bidirectional,worst,2625.89,184.586
Semi_Detached,11,T2,hybrid_bidirectional,best,2440.26,58.3526
Semi_Detached,11,T3,safe_unidirectional,worst,3533.3,709.476
Semi_Detached,11,T3,safe_unidirectional,best,3329.23,607.859
Semi_Detached,11,T3,hybrid_bidirectional,worst,2627.06,269.047
Semi_Detached,11,T3,hybrid_bidirectional,best,2297.49,118.845
Semi_Detached,12,T1,safe_unidirectional,worst,4249.75,830.752
Semi_Detached,12,T1,safe_unidirectional,best,4024.58,727.148
Semi_Detached,12,T1,hybrid_bidirectional,worst,3398.68,235.462
Semi_Detached,12,T1,hybrid_bidirectional,best,3161.95,121.322
Semi_Detached,12,T2,safe_unidirectional,worst,3764.05,795.303
Semi_Detached,12,T2,safe_unidirectional,best,3565.68,691.233
Semi_Detached,12,T2,hybrid_bidirectional,worst,2637.78,195.478
Semi_Detached,12,T2,hybrid_bidirectional,best,2298.85,64.5749
Semi_Detached,12,T3,safe_unidirectional,worst,3450.49,771.751
Semi_Detached,12,T3,safe_unidirectional,best,3246.24,667.681
Semi_Detached,12,T3,hybrid_bidirectional,worst,2358.51,270.014
Semi_Detached,12,T3,hybrid_bidirectional,best,1878.12,90.804
Semi_Detached,13,T1,safe_unidirectional,worst,3315.78,599.067
Semi_Detached,13,T1,safe_unidirectional,best,3104.38,498.855
Semi_Detached,13,T1,hybrid_bidirectional,worst,2834.24,144.777
Semi_Detached,13,T1,hybrid_bidirectional,best,2645.53,34.7905
Semi_Detached,13,T2,safe_unidirectional,worst,2859.79,563.222
Semi_Detached,13,T2,safe_unidirectional,best,2649.23,463.009
Semi_Detached,13,T2,hybrid_bidirectional,worst,2095.01,52.9431
Semi_Detached,13,T2,hybrid_bidirectional,best,1730.75,
Semi_Detached,13,T3,safe_unidirectional,worst,2572.94,538.617
Semi_Detached,13,T3,safe_unidirectional,best,2369.91,438.404
Semi_Detached,13,T3,hybrid_bidirectional,worst,1813.89,104.837
Semi_Detached,13,T3,hybrid_bidirectional,best,1467.92,
Semi_Detached,14,T1,safe_unidirectional,worst,4002.53,655.02
Semi_Detached,14,T1,safe_unidirectional,best,3797.44,552.042
Semi_Detached,14,T1,hybrid_bidirectional,worst,3144.54,162.144
Semi_Detached,14,T1,hybrid_bidirectional,best,2886.39,48.3109
Semi_Detached,14,T2,safe_unidirectional,worst,3532.12,619.347
Semi_Detached,14,T2,safe_unidirectional,best,3335.44,516.369
Semi_Detached,14,T2,hybrid_bidirectional,worst,2336.95,65.825
Semi_Detached,14,T2,hybrid_bidirectional,best,2136.63,
Semi_Detached,14,T3,safe_unidirectional,worst,3236.97,595.191
Semi_Detached,14,T3,safe_unidirectional,best,3039.7,492.213
Semi_Detached,14,T3,hybrid_bidirectional,worst,2148.99,124.792
Semi_Detached,14,T3,hybrid_bidirectional,best,1610.69,
Semi_Detached,15,T1,safe_unidirectional,worst,3515.27,587.451
Semi_Detached,15,T1,safe_unidirectional,best,3313.62,492.917
Semi_Detached,15,T1,hybrid_bidirectional,worst,2818.34,133.936
Semi_Detached,15,T1,hybrid_bidirectional,best,2587.63,22.6783
Semi_Detached,15,T2,safe_unidirectional,worst,3064.6,551.104
Semi_Detached,15,T2,safe_unidirectional,best,2869.54,456.571
Semi_Detached,15,T2,hybrid_bidirectional,worst,1955.99,17.5731
Semi_Detached,15,T2,hybrid_bidirectional,best,1866.8,
Semi_Detached,15,T3,safe_unidirectional,worst,2772.29,526.43
Semi_Detached,15,T3,safe_unidirectional,best,2577.95,431.897
Semi_Detached,15,T3,hybrid_bidirectional,worst,1795.22,69.9187
Semi_Detached,15,T3,hybrid_bidirectional,best,1322.83,
Semi_Detached,16,T1,safe_unidirectional,worst,4280.23,758.071
Semi_Detached,16,T1,safe_unidirectional,best,4079.21,662.64
Semi_Detached,16,T1,hybrid_bidirectional,worst,3506.39,228.665
Semi_Detached,16,T1,hybrid_bidirectional,best,3248.06,116.523
Semi_Detached,16,T2,safe_unidirectional,worst,3795.07,722.83
Semi_Detached,16,T2,safe_unidirectional,best,3610.1,627.174
Semi_Detached,16,T2,hybrid_bidirectional,worst,2726.48,149.864
Semi_Detached,16,T2,hybrid_bidirectional,best,2234.75,12.5811
Semi_Detached,16,T3,safe_unidirectional,worst,3492.71,698.898
Semi_Detached,16,T3,safe_unidirectional,best,3310.36,603.243
Semi_Detached,16,T3,hybrid_bidirectional,worst,2268.9,169.4
Semi_Detached,16,T3,hybrid_bidirectional,best,1731.75,0.104961
Semi_Detached,17,T1,safe_unidirectional,worst,4352.46,845.819
Semi_Detached,17,T1,safe_unidirectional,best,4131.24,744.182
Semi_Detached,17,T1,hybrid_bidirectional,worst,3499.24,206.903
Semi_Detached,17,T1,hybrid_bidirectional,best,3236.49,87.209
Semi_Detached,17,T2,safe_unidirectional,worst,3884.82,809.369
Semi_Detached,17,T2,safe_unidirectional,best,3671.13,707.525
Semi_Detached,17,T2,hybrid_bidirectional,worst,2854.98,169.313
Semi_Detached,17,T2,hybrid_bidirectional,best,2382.81,31.9771
Semi_Detached,17,T3,safe_unidirectional,worst,3564.0,784.487
Semi_Detached,17,T3,safe_unidirectional,best,3351.77,682.644
Semi_Detached,17,T3,hybrid_bidirectional,worst,2422.08,222.509
Semi_Detached,17,T3,hybrid_bidirectional,best,1855.08,46.2371
Semi_Detached,18,T1,safe_unidirectional,worst,4489.84,852.769
Semi_Detached,18,T1,safe_unidirectional,best,4279.78,753.171
Semi_Detached,18,T1,hybrid_bidirectional,worst,3595.03,293.714
Semi_Detached,18,T1,hybrid_bidirectional,best,3413.19,195.305
Semi_Detached,18,T2,safe_unidirectional,worst,4059.63,816.992
Semi_Detached,18,T2,safe_unidirectional,best,3853.67,717.394
Semi_Detached,18,T2,hybrid_bidirectional,worst,2943.88,232.542
Semi_Detached,18,T2,hybrid_bidirectional,best,2761.27,113.911
Semi_Detached,18,T3,safe_unidirectional,worst,3753.94,792.249
Semi_Detached,18,T3,safe_unidirectional,best,3551.71,692.651
Semi_Detached,18,T3,hybrid_bidirectional,worst,2875.95,332.169
Semi_Detached,18,T3,hybrid_bidirectional,best,2367.42,157.549
Semi_Detached,19,T1,safe_unidirectional,worst,3060.37,610.392
Semi_Detached,19,T1,safe_unidirectional,best,2845.02,510.751
Semi_Detached,19,T1,hybrid_bidirectional,worst,2561.62,106.726
Semi_Detached,19,T1,hybrid_bidirectional,best,2231.85,
Semi_Detached,19,T2,safe_unidirectional,worst,2607.6,574.771
Semi_Detached,19,T2,safe_unidirectional,best,2400.66,475.389
Semi_Detached,19,T2,hybrid_bidirectional,worst,1849.53,7.25563
Semi_Detached,19,T2,hybrid_bidirectional,best,1404.02,
Semi_Detached,19,T3,safe_unidirectional,worst,2297.77,550.529
Semi_Detached,19,T3,safe_unidirectional,best,2098.99,451.146
Semi_Detached,19,T3,hybrid_bidirectional,worst,1465.4,61.2109
Semi_Detached,19,T3,hybrid_bidirectional,best,1081.82,
Semi_Detached,20,T1,safe_unidirectional,worst,4236.96,851.54
Semi_Detached,20,T1,safe_unidirectional,best,4006.56,742.039
Semi_Detached,20,T1,hybrid_bidirectional,worst,3320.16,243.867
Semi_Detached,20,T1,hybrid_bidirectional,best,3122.79,123.236
Semi_Detached,20,T2,safe_unidirectional,worst,3760.16,816.23
Semi_Detached,20,T2,safe_unidirectional,best,3537.71,706.729
Semi_Detached,20,T2,hybrid_bidirectional,worst,2574.57,169.454
Semi_Detached,20,T2,hybrid_bidirectional,best,2088.19,22.161
Semi_Detached,20,T3,safe_unidirectional,worst,3437.36,794.595
Semi_Detached,20,T3,safe_unidirectional,best,3230.09,685.094
Semi_Detached,20,T3,hybrid_bidirectional,worst,2288.4,228.507
Semi_Detached,20,T3,hybrid_bidirectional,best,1642.45,37.5833
Semi_Detached,21,T1,safe_unidirectional,worst,3860.17,724.152
Semi_Detached,21,T1,safe_unidirectional,best,3655.9,627.078
Semi_Detached,21,T1,hybrid_bidirectional,worst,3186.88,181.663
Semi_Detached,21,T1,hybrid_bidirectional,best,2940.99,71.0893
Semi_Detached,21,T2,safe_unidirectional,worst,3403.59,689.083
Semi_Detached,21,T2,safe_unidirectional,best,3213.54,592.01
Semi_Detached,21,T2,hybrid_bidirectional,worst,2378.75,103.98
Semi_Detached,21,T2,hybrid_bidirectional,best,2008.6,
Semi_Detached,21,T3,safe_unidirectional,worst,3107.4,665.083
Semi_Detached,21,T3,safe_unidirectional,best,2919.57,568.009
Semi_Detached,21,T3,hybrid_bidirectional,worst,2185.53,165.88
Semi_Detached,21,T3,hybrid_bidirectional,best,1619.83,
Semi_Detached,22,T1,safe_unidirectional,worst,3303.52,554.43
Semi_Detached,22,T1,safe_unidirectional,best,3114.05,458.39
Semi_Detached,22,T1,hybrid_bidirectional,worst,2612.74,120.338
Semi_Detached,22,T1,hybrid_bidirectional,best,2391.11,9.96127
Semi_Detached,22,T2,safe_unidirectional,worst,2851.29,519.845
Semi_Detached,22,T2,safe_unidirectional,best,2675.78,423.805
Semi_Detached,22,T2,hybrid_bidirectional,worst,2051.21,34.701
Semi_Detached,22,T2,hybrid_bidirectional,best,1844.69,
Semi_Detached,22,T3,safe_unidirectional,worst,2596.79,495.067
Semi_Detached,22,T3,safe_unidirectional,best,2419.12,399.027
Semi_Detached,22,T3,hybrid_bidirectional,worst,1788.9,86.0851
Semi_Detached,22,T3,hybrid_bidirectional,best,1391.97,
Semi_Detached,23,T1,safe_unidirectional,worst,4739.52,840.782
Semi_Detached,23,T1,safe_unidirectional,best,4477.29,735.658
Semi_Detached,23,T1,hybrid_bidirectional,worst,3872.23,262.727
Semi_Detached,23,T1,hybrid_bidirectional,best,3441.16,135.36
Semi_Detached,23,T2,safe_unidirectional,worst,4252.63,806.111
Semi_Detached,23,T2,safe_unidirectional,best,3995.59,700.986
Semi_Detached,23,T2,hybrid_bidirectional,worst,3044.28,190.316
Semi_Detached,23,T2,hybrid_bidirectional,best,2640.53,51.1692
Semi_Detached,23,T3,safe_unidirectional,worst,3945.25,782.646
Semi_Detached,23,T3,safe_unidirectional,best,3690.64,677.521
Semi_Detached,23,T3,hybrid_bidirectional,worst,2702.37,283.998
Semi_Detached,23,T3,hybrid_bidirectional,best,1940.92,88.5459
Semi_Detached,24,T1,safe_unidirectional,worst,3822.62,687.947
Semi_Detached,24,T1,safe_unidirectional,best,3586.83,584.441
Semi_Detached,24,T1,hybrid_bidirectional,worst,2988.51,169.88
Semi_Detached,24,T1,hybrid_bidirectional,best,2859.83,69.5664
Semi_Detached,24,T2,safe_unidirectional,worst,3340.4,653.051
Semi_Detached,24,T2,safe_unidirectional,best,3118.95,549.545
Semi_Detached,24,T2,hybrid_bidirectional,worst,2369.29,56.9263
Semi_Detached,24,T2,hybrid_bidirectional,best,2141.73,
Semi_Detached,24,T3,safe_unidirectional,worst,3024.25,627.738
Semi_Detached,24,T3,safe_unidirectional,best,2803.88,524.232
Semi_Detached,24,T3,hybrid_bidirectional,worst,1896.89,88.4717
Semi_Detached,24,T3,hybrid_bidirectional,best,1418.76,
Semi_Detached,25,T1,safe_unidirectional,worst,3527.03,625.404
Semi_Detached,25,T1,safe_unidirectional,best,3315.45,524.208
Semi_Detached,25,T1,hybrid_bidirectional,worst,2842.58,134.39
Semi_Detached,25,T1,hybrid_bidirectional,best,2716.44,30.1094
Semi_Detached,25,T2,safe_unidirectional,worst,3078.55,590.473
Semi_Detached,25,T2,safe_unidirectional,best,2882.91,489.278
Semi_Detached,25,T2,hybrid_bidirectional,worst,2158.02,60.509
Semi_Detached,25,T2,hybrid_bidirectional,best,1994.95,
Semi_Detached,25,T3,safe_unidirectional,worst,2778.64,565.281
Semi_Detached,25,T3,safe_unidirectional,best,2586.38,464.086
Semi_Detached,25,T3,hybrid_bidirectional,worst,1750.95,99.1121
Semi_Detached,25,T3,hybrid_bidirectional,best,1464.56,
Semi_Detached,26,T1,safe_unidirectional,worst,3827.63,631.123
Semi_Detached,26,T1,safe_unidirectional,best,3592.04,528.581
Semi_Detached,26,T1,hybrid_bidirectional,worst,3082.66,165.94
Semi_Detached,26,T1,hybrid_bidirectional,best,2757.0,46.9359
Semi_Detached,26,T2,safe_unidirectional,worst,3378.4,596.987
Semi_Detached,26,T2,safe_unidirectional,best,3153.19,494.22
Semi_Detached,26,T2,hybrid_bidirectional,worst,2246.42,53.2394
Semi_Detached,26,T2,hybrid_bidirectional,best,2056.22,
Semi_Detached,26,T3,safe_unidirectional,worst,3089.07,572.831
Semi_Detached,26,T3,safe_unidirectional,best,2862.19,470.064
Semi_Detached,26,T3,hybrid_bidirectional,worst,2105.61,108.033
Semi_Detached,26,T3,hybrid_bidirectional,best,1632.3,
Semi_Detached,27,T1,safe_unidirectional,worst,3620.82,634.233
Semi_Detached,27,T1,safe_unidirectional,best,3411.26,534.666
Semi_Detached,27,T1,hybrid_bidirectional,worst,2972.21,165.586
Semi_Detached,27,T1,hybrid_bidirectional,best,2446.91,36.9406
Semi_Detached,27,T2,safe_unidirectional,worst,3163.4,598.715
Semi_Detached,27,T2,safe_unidirectional,best,2961.53,499.148
Semi_Detached,27,T2,hybrid_bidirectional,worst,2207.63,91.4325
Semi_Detached,27,T2,hybrid_bidirectional,best,1946.69,
Semi_Detached,27,T3,safe_unidirectional,worst,2873.7,573.679
Semi_Detached,27,T3,safe_unidirectional,best,2677.67,474.112
Semi_Detached,27,T3,hybrid_bidirectional,worst,1867.95,132.367
Semi_Detached,27,T3,hybrid_bidirectional,best,1429.44,
Semi_Detached,28,T1,safe_unidirectional,worst,5664.08,1064.41
Semi_Detached,28,T1,safe_unidirectional,best,5394.86,954.129
Semi_Detached,28,T1,hybrid_bidirectional,worst,4576.48,489.668
Semi_Detached,28,T1,hybrid_bidirectional,best,4366.0,365.797
Semi_Detached,28,T2,safe_unidirectional,worst,5175.81,1030.43
Semi_Detached,28,T2,safe_unidirectional,best,4911.82,919.682
Semi_Detached,28,T2,hybrid_bidirectional,worst,4164.65,418.587
Semi_Detached,28,T2,hybrid_bidirectional,best,3703.28,275.411
Semi_Detached,28,T3,safe_unidirectional,worst,4860.97,1006.14
Semi_Detached,28,T3,safe_unidirectional,best,4599.37,895.388
Semi_Detached,28,T3,hybrid_bidirectional,worst,3721.58,485.352
